InputID,TargetID,Distance,QCL_1,QCL_2
41256,43446,.267530576,1,.097677563072698
43446,41256,.267530576,1,.097677563072698
82650,82657,.268068678,1,.098215665072698
82657,82650,.268068678,1,.098215665072698
85676,85677,.268203077,1,.098350064072698
43340,82138,.26921083,1,.099357817072698
45525,45514,.270752103,1,.100899090072698
44147,44151,.270998443,1,.101145430072698
44151,44147,.270998443,1,.101145430072698
70608,70607,.271228908,1,.101375895072698
42777,42782,.271408139,1,.101555126072698
45087,45100,.271484553,1,.101631540072698
82936,82841,.272188632,1,.102335619072698
43594,43709,.272253722,1,.102400709072698
43709,43594,.272253722,1,.102400709072698
82032,82063,.272744357,1,.102891344072698
45706,45713,.27349387,1,.103640857072698
45519,45529,.273631451,1,.103778438072698
95015,95035,.273731495,1,.103878482072698
42832,45219,.274198124,1,.104345111072698
45337,45326,.274446595,1,.104593582072698
85447,85434,.276452992,1,.106599979072698
40772,40785,.277839846,1,.107986833072698
40785,40772,.277839846,1,.107986833072698
87307,87314,.277883534,1,.108030521072698
87314,87307,.277883534,1,.108030521072698
85202,45326,.277926756,1,.108073743072698
95604,95585,.278002325,1,.108149312072698
43092,43130,.281379502,1,.111526489072698
87405,200012,.281662711,1,.111809698072698
200012,87405,.281662711,1,.111809698072698
43676,43696,.282038295,1,.112185282072698
43696,43676,.282038295,1,.112185282072698
82455,82458,.282665403,1,.112812390072698
44468,96423,.286131046,1,.116278033072698
96423,44468,.286131046,1,.116278033072698
85649,85588,.286419253,1,.116566240072698
42778,42777,.28693815,1,.117085137072698
87183,87319,.288085408,1,.118232395072698
42256,42264,.290865182,1,.121012169072698
42264,42256,.290865182,1,.121012169072698
85619,85637,.290957598,1,.121104585072698
43284,43252,.291034182,1,.121181169072698
43318,43359,.292444178,1,.122591165072698
87432,95079,.292670201,1,.122817188072698
82228,200043,.292682464,1,.122829451072698
43071,43243,.292929532,1,.123076519072698
41145,41154,.294006468,1,.124153455072698
41154,41145,.294006468,1,.124153455072698
41366,41374,.295184879,1,.125331866072698
41374,41366,.295184879,1,.125331866072698
95061,95086,.296235422,1,.126382409072698
70333,70340,.29775143,2,.127559212876
40758,40772,.298757984,2,.126552658876
95699,95709,.298768399,2,.126542243876
95709,95699,.298768399,2,.126542243876
45437,45445,.29996992,2,.125340722876
45445,45437,.29996992,2,.125340722876
85013,44379,.300126149,2,.125184493876
87308,87307,.300187476,2,.125123166876
